number,air_pressure_9am,max_wind_direction_9am,max_wind_speed_9am,relative_humidity_9am
-1.730469747624978,-0.2608738613459288,2.1820201524601917,0.10243202049061333,0.4285631636929675
-1.7273061831869068,-0.48607026168690126,-0.1263794671705075,0.1433412340575595,0.2151509444814973
-1.7241426187488353,1.3135461386097214,-1.270258538705509,1.0,0.033147880263607016
-1.7209790543107641,0.5113984893105805,0.9275085819239094,0.24449212597543002,0.07194743717486889
-1.717815489872693,0.7191867811951848,-0.18555465991024322,0.10243202049061613,1.0
-1.7146519254346217,-1.1334439818042492,0.5966837142209567,0.5982029996652286,0.34256741738628255
-1.7114883609965503,-1.0389574375802288,0.5610240127569052,0.20783400687565656,0.05387912677114902
-1.7083247965584791,-0.2577123754042581,1.8274054228540477,0.15023363005290868,0.8774161330989032
-1.705161232120408,0.3777462992778039,-1.2806883836939256,0.286809657373737,0.2770974047659708
-1.7019976676823367,-1.22512707416938,0.6994921862496302,0.32914822584319237,0.9733208542886698
-1.6988341032442653,0.2418024036980499,-0.9454433662091231,0.21852164371332167,0.1885064507518136
-1.6956705388061941,-1.0259534597176463,1.7409867072357434,0.4179226436017369,0.9964417956824987
-1.692506974368123,-0.47269341957214467,0.936398665272223,0.050533130108702015,0.7910664948321201
-1.6893434099300515,0.6116962591113494,0.24951887389225325,0.12974722595478705,0.44295477007076295
-1.6861798454919803,-2.49288293758885,0.207799493938589,0.030046726010568306,0.10734722789996183
-1.683016281053909,1.1058779906102392,-1.3488007473111656,0.0820310854656688,0.0710248109490423
-1.679852716615838,-0.31461912238987727,0.7129019869490218,0.10652930131024911,0.5060655029570077
-1.6766891521777665,-0.6227832607116519,1.1997403116928993,0.10507141594136209,0.17625543974208935
-1.6735255877396953,-0.026923901514791463,0.5132449543136286,0.26768901354881697,0.15111186696687545
-1.670362023301624,0.9973975442413409,-0.9990825690066926,0.6951719790630185,0.017104778071963173
-1.667198458863553,0.35000810963185286,-1.113002945943878,0.8710528576184099,0.1500445035312138
-1.6640348944254815,-0.5232771946729129,-0.830715071336549,0.12838146568157088,0.4075655740597825
-1.6608713299874103,0.7083194809842032,-0.7968578044634375,0.140540036852989,0.06667561907236234
-1.657707765549339,0.46310641975689754,0.8455100160874554,0.391973198410777,0.5716534795640267
-1.6545442011112677,0.917800470013919,1.5615636182717718,0.09366628213807245,0.060211765232400585
